ManufacturerProductNumber,PhotoUrl
DEV-15583,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/57/DEV-15583.JPG
MCIMX287CVM4B,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/1302/375%3B98ASA00855D%3B%3B289.jpg
AM4377BZDNA100,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/655/AM3505AZCN.jpg
OMAPL138EZWTA3R,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/416/361-PBGA-ZWT.jpg
OMAPL138EZWT4,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/416/361-PBGA-ZWT.jpg
AM4379BZDNA100,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/655/AM3505AZCN.jpg
AM3517AZCN,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/655/AM3517AZCN.jpg
MCIMX7D3EVK10SD,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/1211/375%3B-98ASA00728D%3B-VM%3B-541.jpg
AM3703CUSA,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/416/423-FCBGA-CUS.jpg
OMAPL138EZWTA3,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/416/361-PBGA-ZWT.jpg
DEV-16771,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/497/MFG_DEV-16771.jpg
SM502GX08LF02-AC,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/315/MFG__SM502.jpg
MIMX8MN6DVTJZAA,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/312/MFG_MIMX8MMXXVTXZAA.jpg
R7S721000VCFP#AA1,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/1911/559%3B-PLQP0256LB-A%3B-%3B-256.jpg
MCIMX357CJQ5CR2,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/12/400-LFBGA.jpg
R7S721001VCBG#AC1,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/1074/559%7EPRBG0324GA-A%7E%7E324.JPG
OMAPL138EZWTD4,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/416/361-PBGA-ZWT.jpg
MCIMX7D5EVM10SD,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/1211/375%3B-98ASA00728D%3B-VM%3B-541.jpg
MC-10105F1-821-FNA-M1-A,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/850/559%3BP196F1-100-FNA%3B%3B196.jpg
MCIMX27VOP4A,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/11/MCIMX27VJP4A.JPG
MIMX8MM6DVTLZAA,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/312/MFG_MIMX8MMXXVTXZAA.jpg
MIMX8MM6CVTKZAA,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/312/MFG_MIMX8MMXXVTXZAA.jpg
MCIMX6S5DVM10AB,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/1803/375%3B-98ASA00830D%3B-%3B-624.jpg
MCIMX6X4AVM08AC,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/12/529-FBGA.jpg
MCIMX6X4EVM10AB,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/12/529-FBGA.jpg
MCIMX6X4EVM10AC,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/12/529-FBGA.jpg
MIMX8MM5CVTKZAA,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/312/MFG_MIMX8MMXXVTXZAA.jpg
MCIMX6S5EVM10AD,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/1803/375%3B-98ASA00830D%3B-%3B-624.jpg
MVF61NS151CMK50,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/828/375%3B-2254-01%3B-MK%3B-364.jpg
MCIMX6S7CVM08AC,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/1803/375%3B-98ASA00830D%3B-%3B-624.jpg
MCIMX6S7CVM08AB,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/1803/375%3B-98ASA00830D%3B-%3B-624.jpg
102010027,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/2087/MFG_102010027.jpg
SCM-20260N-C,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/4842/SCM-20260N-C.jpg
ATSAMA5D27-SOM1,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/862/MFG_ATSAMA5D27-SOM1.jpg
BS2-IC,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/1150/BS2-IC.jpg
SM750KE160000-AC,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/315/MFG_SM750.jpg
102110420,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/491/MFG_102110420.jpg
MCIMX6U1AVM08AC,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/1803/375%3B-98ASA00830D%3B-%3B-624.jpg
XP1001000-05R,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/2087/XP1001000-05R.jpg
SM768GE0B0000-AB,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/315/MFG_SM768.jpg
XP1002000-05R,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/2138/XP1002000-05R.JPG
20-101-1318,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/1285/MFG_20-101-1318.jpg
XPP1004000-02R,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/2097/XPP100400S-02R.jpg
LS1021ASN7KQB,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/44/568%3B-SOT1655-1%3B-NB%3B-25.jpg
OSD3358-512M-BSM,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/2519/MFG_OSD3358-512M-BSM.jpg
MIMX8ML8CVNKZAB,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/3977/MFG_i.MX-8M-Plus.JPG
LS1021ASE7KQB,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/44/568%3B-SOT1655-1%3B-NB%3B-25.jpg
102110423,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/2612/102110423.jpg
XPP1002000-02R,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/2138/XP1002000-05R.JPG
XPP1003000-04R,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/2087/XP1001000-05R.jpg
DC-ME-Y402-S-UPW,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/5972/DC-ME-Y402-S-UPW.jpg
AM5728BABCX,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/1111/296%3B-4218192-2%3B-ABC%3B-760.jpg
OSD32MP157C-512M-BAA,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/333/MFG_OSD32MP157C-512M-BAA-ES.jpg
20-101-0453,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/3975/MFG_101-0453.jpg
MPC5200CVR400BR2,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/2595/ZDP-272-BGA%20Pkg.jpg
MPC5200CVR400B,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/2595/ZDP-272-BGA%20Pkg.jpg
XPP100200S-02R,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/2108/XPP100200S-02R.JPG
OSD3358-512M-ISM,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/758/MFG_OSD3358-512M-ISM.jpg
OSD3358-512M-BCB,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/574/MFG_OSD3358-512M-xCB.jpg
20-101-1319,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/1137/MFG_20-101-1319.jpg
102010048,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/1203/102010048.jpg
MCIMX6D7CVT08AD,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/2472/624-FBGA%2C%20FCBGA.jpg
BBB01-SC-505,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/561/BBB01-SC-505.jpg
AM5726BABCXA,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/1111/296%3B-4218192-2%3B-ABC%3B-760.jpg
OSD32MP157C-512M-IAA,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/333/MFG_OSD32MP157C-512M-BAA-ES.jpg
OSD3358-512M-ICB,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/574/MFG_OSD3358-512M-xCB.jpg
AM5728BABCXA,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/1111/296%3B-4218192-2%3B-ABC%3B-760.jpg
AM5726BABCXEA,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/1111/296%3B-4218192-2%3B-ABC%3B-760.jpg
MCIMX6Q5EYM10AC,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/321/568%3BSOT1642-1%3B%3B624.jpg
MCIMX6Q5EYM10AD,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/321/568%3BSOT1642-1%3B%3B624.jpg
XPD1001000-01,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/2332/XPD1001000-01.JPG
20-101-1320,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/311/20-101-1320.JPG
DC-ME4-01T-S-UPW,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/5972/DC-ME4-01T-S-UPW.JPG
AM5728BABCXEA,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/1111/296%3B-4218192-2%3B-ABC%3B-760.jpg
MOD5270-100IR,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/39/MOD5270-100IR.jpg
OSD3358-1G-ISM,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/1009/1676%7E25BGA-3%2C08-21x21.jpg
MCIMX6D6AVT10AD,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/2472/624-FBGA%2C%20FCBGA.jpg
LS1027AXN7PQA,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/5874/568%7ESOT1908-1%7E%7E448.jpg
MCIMX6Q7CVT08AC,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/2472/624-FBGA%2C%20FCBGA.jpg
MCIMX6Q7CVT08AE,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/2472/624-FBGA%2C%20FCBGA.jpg
20-101-1305,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/1143/20-101-1305.jpg
TDA4VE88TGAALZRQ1,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/5785/MFG_AM6852ATGGHAALZR.jpg
IMXRT1050-EVKB,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/847/MFG_IMXRT1050-EVKB.jpg
MPC8247CVRTIEA,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/1164/MPC5123YVY400B.jpg
20-101-0561,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/1208/MFG_20-101-0561.jpg
MCIMX6Q6AVT10AD,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/2472/624-FBGA%2C%20FCBGA.jpg
MCIMX6Q6AVT10AC,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/2472/624-FBGA%2C%20FCBGA.jpg
20-101-0404,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/1/101-0404.jpg
DFR0444,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/2152/DFR0444.jpg
G120B-SM-373,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/721/MFG_G120B-SM-373.jpg
20-101-0507,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/966/MFG_20-101-0507.jpg
MOD54415-100IR,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/323/MOD54415-100IR.JPG
LS1046ASN8Q1A,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/2116/375%3B-98ASA00254D%3B-%3B-780.jpg
20-101-1179,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/987/MFG_20-101-1179.jpg
20-101-0434,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/1155/MFG_20-101-0434.jpg
DFR0418,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/2539/MFG_DFR0418.jpg
P1601-DK02,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/4843/P1601-DK02.jpg
410-370,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/692/410-370-1.jpg
G400D-SM-400,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/191/G400D-SM-400.JPG
G400S-SM-480,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/4089/G400S-SM-480.jpg
20-101-1068,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/939/20-101-1068.JPG
MIMXRT1064-EVK,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/325/MIMXRT1064-EVK.jpg
20-101-1051,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/831/20-101-1051.JPG
20-101-1196,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/1918/MFG_20-101-1196.jpg
LS1046AXN8T1A,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/2116/375%3B-98ASA00254D%3B-%3B-780.jpg
MOD5234-100IR,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/2236/MFG_MOD5234-100IR.JPG
MOD5282-100IR,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/564/mod5282-100ir.JPG
DFR0419,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/2235/MFG_DFR0419.jpg
20-101-1138,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/1062/MFG_20-101-1138.jpg
102110646,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/3741/MFG_45-front.jpg
MIMX8QM6AVUFFAB,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/54/568%7ESOT1899-1%7E%7E1313-Top.jpg
P0496,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/729/P0496.jpg
P0553,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/1011/P0553.jpg
ABX00049,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/4010/MFG_ABX00049.jpg
MCIMX7ULP-EVK,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/308/MCIMX7ULP-EVK.jpg
DFR0470-ENT,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/2161/MFG_DFR0470-ENT.jpg
DFR0544,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/716/DFR0544.jpg
BEAGLEBOARD X15,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/61/102110288.jpg
SK-KV260-G,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/3960/MFG_SK-KV260-G.jpg
M2S-HELLO-FPGA-KIT,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/448/MFG_Hello-FPGA-Kit.jpg
ATSAMA5D27-SOM1-EK1,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/39/ATSAMA5D27-SOM1-EK1.jpg
410-346-20,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/2088/MFG_410-346-20.jpg
410-351-10,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/2167/MFG_410-351-10.jpg
6003-410-017,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/305/MFG_6003-410-017.jpg
DFR0981,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/4229/MFG_DFR0981.jpg
SM-K24-XCL2GC,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/5547/MFG_SM-K24-XCL2GC.jpg
P0737,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/5781/P0737.jpg
MA-ZX3-20-1C-D9-R7.1,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/5870/2879_MA-ZX3-20-1C-D9-R7.1.jpg
240-114-1,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/305/MFG_240-114-1.jpg
SOMDM3730-20-1780AGIR,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/404/SOMDM3730-20-1780AGIR.JPG
SK-KR260-G,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/4038/MFG_SK-KR260-G.jpg
MA-ZX3-20-2I-D10-R7.1,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/5870/2879_MA-ZX3-20-2I-D10-R7.1.jpg
MPFS250T-FCVG484I,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/5350/MFG_PolarFire-FPGA-series.jpg
SM-K26-XCL2GC,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/2644/MFG_SM-K26-XCL2GI.jpg
STM32MP157F-EV1,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/491/MFG_STM32MP157F-EV1.jpg
SK-KD240-G,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/5553/MFG_SK-KD240-G.jpg
DFR0546,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/880/DFR0546.jpg
P0493,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/2291/MFG_P0493.jpg
SOMDM3730-32-2780AKCR,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/949/SOMDM3730-32-2780AKCR_Side-A.jpg
ME-XU5-2EG-1I-D11E-R1.2,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/1105/MFG_XU5.jpg
MCIMX6Q-SDB,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/540/MCIMX6Q-SDB.jpg
SM-K26-XCL2GI,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/2644/MFG_SM-K26-XCL2GI.jpg
410-248,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/856/410-248P-KIT.jpg
471-036,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/2992/MFG_471-036.JPG
8MPLUSLPD4-PEVK,
SOMOMAP3530-12-1783JFIR,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/6128/SOMOMAP3530-12-1783JFIR.jpg
M2S090TS-EVAL-KIT,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/26/M2S090TS-EVAL-KIT.jpg
ME-ZX1-30-2I-D10-R3,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/4848/MFG_2879_ZX1.jpg
DFR1081,
MPF300-SPLASH-KIT,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/4363/MFG_MPF300-SPLASH-KIT.JPG
ME-XU8-4CG-1E-D11E-R2.2,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/5864/ME-XU8-4CG-1E-D11E-R2.2.jpg
MCIMX8QXP-CPU,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/742/MFG_MCIMX8QXP-CPU.jpg
ME-XU5-5EV-2I-D12E-R1.2,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/1105/MFG_XU5.jpg
110991666,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/4237/MFG_110991666.jpg
EK-U1-ZCU104-G,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/722/MFG_EK-U1-ZCU104-G.jpg
M2S150-ADV-DEV-KIT,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/1257/MFG_M2S150-ADV-DEV-KIT-ES.jpg
LS1088ARDB-PB,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/434/LS1088ARDB-PB.jpg
EK-U1-ZCU106-G,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/310/MFG_EK-U1-ZCU106-G.jpg
MCP16502TAC-E/S8B,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/60/150%7EC04-21402%7ES8B%7E32.jpg
MAX6747KA31+T,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/5791/175%7E21-0078%7EKA%7E8.jpg
MAX6746KA31+T,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/5791/175%7E21-0078%7EKA%7E8.jpg
MAX6725KASYD3+T,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/5791/175%7E21-0078%7EKA%7E8.jpg
Z84C0010PEG,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/1062/269-40-DIP.jpg
Z84C0006PEG,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/1062/269-40-DIP.jpg
STM32MP135FAE7,
ATSAMA5D27C-CNR,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/6094/150%7E289LFBGA-1.4-14X14%7EC%7E289.jpg
ATSAMA5D33A-CUR,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/524/324-LFBGA.jpg
MCIMX6Z0DVM09AB,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/726/568%3BSOT1534-2%3BAB%2CVM%3B289.jpg
AM3352BZCZ80,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/12/324-NFBGA%2815x15%29.JPG
ATSAMA5D42B-CUR,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/2463/313%3B%20R-TFBGA361_A%3B%20%3B%20361.jpg
AM6231ASGGGAALW,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/5792/296%7E4227026%7EALW%7E425.jpg
AM3356BZCZD60,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/12/324-NFBGA%2815x15%29.JPG
