ManufacturerProductNumber,SeriesName,ManufacturerName,DatasheetUrl,PhotoUrl,ProductStatus,Operating Temperature,Mounting Type,Package / Case,Supplier Device Package,Core Processor,Number of Cores/Bus Width,Speed,RAM Controllers,Ethernet,Voltage - I/O
MCP16502TAA-E/S8B,-,Microchip Technology,http://ww1.microchip.com/downloads/en/DeviceDoc/MCP16502-High-Performance-PMIC-for-SAMA5DX-SAM9X6-MPUs-Data-Sheet-DS20006275B.pdf,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/60/150%7EC04-21402%7ES8B%7E32.jpg,Active,-40°C ~ 125°C (TJ),Surface Mount,32-VFQFN Exposed Pad,32-VQFN (5x5)
Z84C0008PEG,Z80,Zilog,http://www.zilog.com/docs/z80/ps0178.pdf,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/1062/269-40-DIP.jpg,Active,-40°C ~ 100°C (TA),Through Hole,"40-DIP (0.620"", 15.75mm)",40-PDIP,Z80,"1 Core, 8-Bit",8MHz,-,-,5.0V
AT91SAM9G25-CU,SAM9G,Microchip Technology,https://ww1.microchip.com/downloads/aemDocuments/documents/MPU32/ProductDocuments/DataSheets/SAM9G25-Datasheet-DS60001731A.pdf,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/1087/217-LFBGA.jpg,Active,-40°C ~ 85°C (TA),Surface Mount,217-LFBGA,217-LFBGA (15x15),ARM926EJ-S,"1 Core, 32-Bit",400MHz,"DDR2, SDRAM, SRAM",10/100Mbps,"1.8V, 3.3V"
AMIC110BZCZA,Sitara™,Texas Instruments,https://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=https%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Famic110,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/12/324-NFBGA%2815x15%29.JPG,Active,-40°C ~ 105°C (TJ),Surface Mount,324-LFBGA,324-NFBGA (15x15),ARM® Cortex®-A8,"1 Core, 32-Bit",300MHz,"LPDDR, DDR2, DDR3, DDR3L",-,"1.8V, 3.3V"
ATSAMA5D27C-CU,SAMA5D2,Microchip Technology,https://ww1.microchip.com/downloads/en/DeviceDoc/MPU-SAMA5D27C-CNVAO-datasheet-60001532a.pdf,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/6094/150%7E289LFBGA-1.4-14X14%7EC%7E289.jpg,Active,-40°C ~ 85°C (TA),Surface Mount,289-LFBGA,289-LFBGA (14x14),ARM® Cortex®-A5,"1 Core, 32-Bit",500MHz,"LPDDR1, LPDDR2, LPDDR3, DDR2, DDR3, DDR3L, QSPI",10/100Mbps (1),3.3V
ATSAMA5D27C-CUR,SAMA5D2,Microchip Technology,https://ww1.microchip.com/downloads/en/DeviceDoc/MPU-SAMA5D27C-CNVAO-datasheet-60001532a.pdf,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/6094/150%7E289LFBGA-1.4-14X14%7EC%7E289.jpg,Active,-40°C ~ 85°C (TA),Surface Mount,289-LFBGA,289-LFBGA (14x14),ARM® Cortex®-A5,"1 Core, 32-Bit",500MHz,"LPDDR1, LPDDR2, LPDDR3, DDR2, DDR3, DDR3L, QSPI",10/100Mbps (1),3.3V
AT91SAM9X35-CU,SAM9X,Microchip Technology,https://ww1.microchip.com/downloads/aemDocuments/documents/MPU32/ProductDocuments/DataSheets/SAM9X35-Data-Sheet-DS60001730.pdf,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/1087/217-LFBGA.jpg,Active,-40°C ~ 85°C (TA),Surface Mount,217-LFBGA,217-LFBGA (15x15),ARM926EJ-S,"1 Core, 32-Bit",400MHz,"LPDDR, LPDDR2, DDR2, DDR, SDR, SRAM",10/100Mbps,"1.8V, 2.5V, 3.0V, 3.3V"
AT91SAM9X25-CU,SAM9X,Microchip Technology,https://ww1.microchip.com/downloads/aemDocuments/documents/MPU32/ProductDocuments/DataSheets/SAM9X25-Data-Sheet-DS60001729.pdf,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/1087/217-LFBGA.jpg,Active,-40°C ~ 85°C (TA),Surface Mount,217-LFBGA,217-LFBGA (15x15),ARM926EJ-S,"1 Core, 32-Bit",400MHz,"LPDDR, LPDDR2, DDR2, DDR, SDR, SRAM",10/100Mbps (2),"1.8V, 2.5V, 3.0V, 3.3V"
AT91SAM9260B-CU,AT91SAM,Microchip Technology,https://ww1.microchip.com/downloads/en/DeviceDoc/Atmel-6221-32-bit-ARM926EJ-S-Embedded-Microprocessor-SAM9260_Datasheet.pdf,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/1087/217-LFBGA.jpg,Active,-40°C ~ 85°C (TA),Surface Mount,217-LFBGA,217-LFBGA (15x15),ARM926EJ-S,"1 Core, 32-Bit",180MHz,"SDRAM, SRAM",10/100Mbps,"1.8V, 2.5V, 3.3V"
AT91SAM9260B-QU,AT91SAM,Microchip Technology,https://ww1.microchip.com/downloads/en/DeviceDoc/Atmel-6221-32-bit-ARM926EJ-S-Embedded-Microprocessor-SAM9260_Datasheet.pdf,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/4542/150%7E208PQFP-4%2C1-28x28%7EPQ%7E208.JPG,Active,-40°C ~ 85°C (TA),Surface Mount,208-BFQFP,208-PQFP (28x28),ARM926EJ-S,"1 Core, 32-Bit",180MHz,"SDRAM, SRAM",10/100Mbps,"1.8V, 2.5V, 3.3V"
ATSAMA5D31A-CU,SAMA5D3,Microchip Technology,//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/658/SAMA5D3_Series.pdf,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/524/324-LFBGA.jpg,Active,-40°C ~ 85°C (TA),Surface Mount,324-LFBGA,324-LFBGA (15x15),ARM® Cortex®-A5,"1 Core, 32-Bit",536MHz,"LPDDR, LPDDR2, DDR2",10/100Mbps (1),"1.2V, 1.8V, 3.3V"
AM3352BZCZ60,Sitara™,Texas Instruments,https://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=https%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Fam3352,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/12/324-NFBGA%2815x15%29.JPG,Active,0°C ~ 90°C (TJ),Surface Mount,324-LFBGA,324-NFBGA (15x15),ARM® Cortex®-A8,"1 Core, 32-Bit",600MHz,"LPDDR, DDR2, DDR3, DDR3L",10/100/1000Mbps (2),"1.8V, 3.3V"
AT91SAM9G20B-CU,SAM9G,Microchip Technology,https://ww1.microchip.com/downloads/en/DeviceDoc/DS60001516A.pdf,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/1087/217-LFBGA.jpg,Active,-40°C ~ 85°C (TA),Surface Mount,217-LFBGA,217-LFBGA (15x15),ARM926EJ-S,"1 Core, 32-Bit",400MHz,"SDRAM, SRAM",10/100Mbps,"1.8V, 3.3V"
AT91SAM9G20B-CU-999,SAM9G,Microchip Technology,https://ww1.microchip.com/downloads/en/DeviceDoc/DS60001516A.pdf,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/1087/217-LFBGA.jpg,Active,-40°C ~ 85°C (TA),Surface Mount,217-LFBGA,217-LFBGA (15x15),ARM926EJ-S,"1 Core, 32-Bit",400MHz,"SDRAM, SRAM",10/100Mbps,"1.8V, 3.3V"
AM3352BZCZD60,Sitara™,Texas Instruments,https://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=https%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Fam3352,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/12/324-NFBGA%2815x15%29.JPG,Active,-40°C ~ 90°C (TJ),Surface Mount,324-LFBGA,324-NFBGA (15x15),ARM® Cortex®-A8,"1 Core, 32-Bit",600MHz,"LPDDR, DDR2, DDR3, DDR3L",10/100/1000Mbps (2),"1.8V, 3.3V"
ATSAMA5D35A-CU,SAMA5D3,Microchip Technology,//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/658/SAMA5D3_Series.pdf,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/524/324-LFBGA.jpg,Active,-40°C ~ 85°C (TA),Surface Mount,324-LFBGA,324-LFBGA (15x15),ARM® Cortex®-A5,"1 Core, 32-Bit",536MHz,"LPDDR, LPDDR2, DDR2",10/100/1000Mbps (1),"1.2V, 1.8V, 3.3V"
AM3352BZCZD80,Sitara™,Texas Instruments,https://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=https%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Fam3352,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/12/324-NFBGA%2815x15%29.JPG,Active,-40°C ~ 90°C (TJ),Surface Mount,324-LFBGA,324-NFBGA (15x15),ARM® Cortex®-A8,"1 Core, 32-Bit",800MHz,"LPDDR, DDR2, DDR3, DDR3L",10/100/1000Mbps (2),"1.8V, 3.3V"
ATSAMA5D36A-CNR,SAMA5D3,Microchip Technology,https://ww1.microchip.com/downloads/en/DeviceDoc/SAMA5D3-Series-Data-sheet-DS60001609b.pdf,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/524/324-LFBGA.jpg,Active,-40°C ~ 105°C (TA),Surface Mount,324-LFBGA,324-LFBGA (15x15),ARM® Cortex®-A5,"1 Core, 32-Bit",536MHz,"LPDDR, LPDDR2, DDR2",10/100/1000Mbps (1),"1.2V, 1.8V, 3.3V"
AM3352BZCZ100,Sitara™,Texas Instruments,https://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=https%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Fam3352,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/12/324-NFBGA%2815x15%29.JPG,Active,0°C ~ 90°C (TJ),Surface Mount,324-LFBGA,324-NFBGA (15x15),ARM® Cortex®-A8,"1 Core, 32-Bit",1.0GHz,"LPDDR, DDR2, DDR3, DDR3L",10/100/1000Mbps (2),"1.8V, 3.3V"
SAM9X60D1G-I/4FB,SAM9X60,Microchip Technology,https://ww1.microchip.com/downloads/en/DeviceDoc/SAM9X60-SIP-DataSheet-DS60001580B.pdf,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/331/150%3B-C04-21501%3B-4FB%3B-233.jpg,Active,-40°C ~ 85°C (TA),Surface Mount,233-TFBGA,233-TFBGA (14x14),ARM926EJ-S,"1 Core, 32-Bit",600MHz,"LPDDR, LPSDR, DDR2, SDR, SRAM",10/100Mbps (2),3.3V
AM3352BZCZA80,Sitara™,Texas Instruments,https://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=https%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Fam3352,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/12/324-NFBGA%2815x15%29.JPG,Active,-40°C ~ 105°C (TJ),Surface Mount,324-LFBGA,324-NFBGA (15x15),ARM® Cortex®-A8,"1 Core, 32-Bit",800MHz,"LPDDR, DDR2, DDR3, DDR3L",10/100/1000Mbps (2),"1.8V, 3.3V"
MCIMX6Y2CVM05AB,i.MX6,NXP USA Inc.,https://www.nxp.com/docs/en/data-sheet/IMX6ULLIEC.pdf,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/726/568%3BSOT1534-2%3BAB%2CVM%3B289.jpg,Active,-40°C ~ 105°C (TJ),Surface Mount,289-LFBGA,289-MAPBGA (14x14),ARM® Cortex®-A7,"1 Core, 32-Bit",528MHz,"LPDDR2, DDR3, DDR3L",10/100Mbps (2),"1.8V, 2.8V, 3.3V"
AT91SAM9G45C-CU,SAM9G,Microchip Technology,//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/404/SAM9G45.pdf,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/1093/324-TFBGA-Pkg.jpg,Active,-40°C ~ 85°C (TA),Surface Mount,324-TFBGA,324-TFBGA (15x15),ARM926EJ-S,"1 Core, 32-Bit",400MHz,"LPDDR, LPSDR, DDR2, SDR, SRAM",10/100Mbps,"1.8V, 3.3V"
AT91SAM9G45C-CU-999,SAM9G,Microchip Technology,//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/404/SAM9G45.pdf,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/1093/324-TFBGA-Pkg.jpg,Active,-40°C ~ 85°C (TA),Surface Mount,324-TFBGA,324-TFBGA (15x15),ARM926EJ-S,"1 Core, 32-Bit",400MHz,"LPDDR, LPSDR, DDR2, SDR, SRAM",10/100Mbps,"1.8V, 3.3V"
ATSAMA5D44B-CU,SAMA5D4,Microchip Technology,https://ww1.microchip.com/downloads/aemDocuments/documents/MPU32/ProductDocuments/DataSheets/SAMA5D4-Series-Data-Sheet-DS60001525.pdf,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/2463/313%3B%20R-TFBGA361_A%3B%20%3B%20361.jpg,Active,-40°C ~ 85°C (TA),Surface Mount,361-TFBGA,361-TFBGA (16x16),ARM® Cortex®-A5,"1 Core, 32-Bit",600MHz,"LPDDR, LPDDR2, DDR2",10/100Mbps (1),"1.2V, 1.8V, 3.3V"
ATSAMA5D44B-CUR,SAMA5D4,Microchip Technology,https://ww1.microchip.com/downloads/aemDocuments/documents/MPU32/ProductDocuments/DataSheets/SAMA5D4-Series-Data-Sheet-DS60001525.pdf,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/2463/313%3B%20R-TFBGA361_A%3B%20%3B%20361.jpg,Active,-40°C ~ 85°C (TA),Surface Mount,361-TFBGA,361-TFBGA (16x16),ARM® Cortex®-A5,"1 Core, 32-Bit",600MHz,"LPDDR, LPDDR2, DDR2",10/100Mbps (1),"1.2V, 1.8V, 3.3V"
STM32MP153AAA3,STM32MP1,STMicroelectronics,https://www.st.com/resource/en/datasheet/stm32mp153a.pdf,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/451/497%7EB032_LFBGA448_ME%7EAA%7E448.jpg,Active,-40°C ~ 125°C (TA),Surface Mount,448-LFBGA,448-LFBGA (18x18),ARM® Cortex®-A7,"2 Core, 32-Bit","209MHz, 650MHz","DDR3, DDR3L, LPDDR2, LPDDR3",10/100Mbps (1),"2.5V, 3.3V"
MCIMX6Y2CVM08AB,i.MX6,NXP USA Inc.,https://www.nxp.com/docs/en/data-sheet/IMX6ULLIEC.pdf,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/726/568%3BSOT1534-2%3BAB%2CVM%3B289.jpg,Active,-40°C ~ 105°C (TJ),Surface Mount,289-LFBGA,289-MAPBGA (14x14),ARM® Cortex®-A7,"1 Core, 32-Bit",792MHz,"LPDDR2, DDR3, DDR3L",10/100Mbps (2),"1.8V, 2.8V, 3.3V"
STM32MP153CAA3,STM32MP1,STMicroelectronics,https://www.st.com/resource/en/datasheet/stm32mp153c.pdf,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/451/497%7EB032_LFBGA448_ME%7EAA%7E448.jpg,Active,-40°C ~ 125°C (TA),Surface Mount,448-LFBGA,448-LFBGA (18x18),ARM® Cortex®-A7,"2 Core, 32-Bit","209MHz, 650MHz","DDR3, DDR3L, LPDDR2, LPDDR3",10/100Mbps (1),"2.5V, 3.3V"
ATSAMA5D27C-D1G-CU,SAMA5D2,Microchip Technology,https://ww1.microchip.com/downloads/en/DeviceDoc/SAMA5D2-Plus-DDR2-LPDDR2-System-in-Package-(SIP)-60001484d.pdf,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/942/150%3B289TFBGA-1.2-14x14%3B%3B289.jpg,Active,-40°C ~ 85°C (TA),Surface Mount,289-TFBGA,289-TFBGA (14x14),ARM® Cortex®-A5,"1 Core, 32-Bit",500MHz,"LPDDR1, LPDDR2, LPDDR3, DDR2, DDR3, DDR3L, QSPI",10/100Mbps (1),3.3V
AM3358BZCZ100,Sitara™,Texas Instruments,https://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=https%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Fam3352,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/12/324-NFBGA%2815x15%29.JPG,Active,0°C ~ 90°C (TJ),Surface Mount,324-LFBGA,324-NFBGA (15x15),ARM® Cortex®-A8,"1 Core, 32-Bit",1.0GHz,"LPDDR, DDR2, DDR3, DDR3L",10/100/1000Mbps (2),"1.8V, 3.3V"
AM3352BZCZA100,Sitara™,Texas Instruments,https://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=https%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Fam3352,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/12/324-NFBGA%2815x15%29.JPG,Active,-40°C ~ 105°C (TJ),Surface Mount,324-LFBGA,324-NFBGA (15x15),ARM® Cortex®-A8,"1 Core, 32-Bit",1.0GHz,"LPDDR, DDR2, DDR3, DDR3L",10/100/1000Mbps (2),"1.8V, 3.3V"
ATSAMA5D27C-D1G-CUR,SAMA5D2,Microchip Technology,https://ww1.microchip.com/downloads/en/DeviceDoc/SAMA5D2-Plus-DDR2-LPDDR2-System-in-Package-(SIP)-60001484d.pdf,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/942/150%3B289TFBGA-1.2-14x14%3B%3B289.jpg,Active,-40°C ~ 85°C (TA),Surface Mount,289-TFBGA,289-TFBGA (14x14),ARM® Cortex®-A5,"1 Core, 32-Bit",500MHz,"LPDDR1, LPDDR2, LPDDR3, DDR2, DDR3, DDR3L, QSPI",10/100Mbps (1),3.3V
STM32MP157CAC3,STM32MP1,STMicroelectronics,https://www.st.com/resource/en/datasheet/stm32mp157c.pdf,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/448/497%7EB031_ME%7EAC%7E361.jpg,Active,-40°C ~ 125°C (TA),Surface Mount,361-TFBGA,361-TFBGA (12x12),ARM® Cortex®-A7,"2 Core, 32-Bit","209MHz, 650MHz","DDR3, DDR3L, LPDDR2, LPDDR3","10/100Mbps, GbE","2.5V, 3.3V"
AM4378BZDNA100,Sitara™,Texas Instruments,https://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=https%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Fam4376,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/655/AM3505AZCN.jpg,Active,-40°C ~ 105°C (TJ),Surface Mount,491-LFBGA,491-NFBGA (17x17),ARM® Cortex®-A9,"1 Core, 32-Bit",1.0GHz,"LPDDR2, DDR3, DDR3L",10/100/1000Mbps (2),"1.8V, 3.3V"
Z84C1510FEG,Z80,Zilog,http://www.zilog.com/docs/z80/ps0182.pdf,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/4846/269_QFP100-G1%20PKG.jpg,Active,-40°C ~ 100°C (TA),Surface Mount,100-QFP,100-QFP,Z80,"1 Core, 8-Bit",10MHz,-,-,5.0V
AM3358BZCZA100,Sitara™,Texas Instruments,https://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=https%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Fam3352,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/12/324-NFBGA%2815x15%29.JPG,Active,-40°C ~ 105°C (TJ),Surface Mount,324-LFBGA,324-NFBGA (15x15),ARM® Cortex®-A8,"1 Core, 32-Bit",1.0GHz,"LPDDR, DDR2, DDR3, DDR3L",10/100/1000Mbps (2),"1.8V, 3.3V"
20-668-0024,Rabbit®,Digi,//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/9/Rabbit4000_Apr2015_ds.pdf,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/532/128-LQFP-14X14.jpg,Not For New Designs,-55°C ~ 85°C (TA),Surface Mount,128-LQFP,128-LQFP (14x14),Rabbit 4000,"1 Core, 8-Bit",60MHz,-,10Mbps (1),3.3V
20-668-0003,Rabbit®,Digi,,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/1/316-100-PQFP.jpg,Not For New Designs,-55°C ~ 85°C (TA),Surface Mount,100-BQFP,100-PQFP (20x14),Rabbit 2000,"1 Core, 8-Bit",30MHz,-,-,5.0V
AM3354BZCZA100,Sitara™,Texas Instruments,https://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=https%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Fam3352,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/12/324-NFBGA%2815x15%29.JPG,Active,-40°C ~ 105°C (TJ),Surface Mount,324-LFBGA,324-NFBGA (15x15),ARM® Cortex®-A8,"1 Core, 32-Bit",1.0GHz,"LPDDR, DDR2, DDR3, DDR3L",10/100/1000Mbps (2),"1.8V, 3.3V"
ABX00092,ESP32-S,Arduino,https://docs.arduino.cc/resources/datasheets/ABX00083-datasheet.pdf,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/5492/MFG_ABX00092_front.jpg,Active,,Fixed,,,Xtensa®,,,,,
AM3358BZCZA80,Sitara™,Texas Instruments,https://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=https%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Fam3352,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/12/324-NFBGA%2815x15%29.JPG,Active,-40°C ~ 105°C (TJ),Surface Mount,324-LFBGA,324-NFBGA (15x15),ARM® Cortex®-A8,"1 Core, 32-Bit",800MHz,"LPDDR, DDR2, DDR3, DDR3L",10/100/1000Mbps (2),"1.8V, 3.3V"
STM32MP157FAC1,STM32MP1,STMicroelectronics,https://www.st.com/resource/en/datasheet/stm32mp157c.pdf,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/448/497%7EB031_ME%7EAC%7E361.jpg,Active,-20°C ~ 105°C (TJ),Surface Mount,361-TFBGA,361-TFBGA (12x12),ARM® Cortex®-A7,"2 Core, 32-Bit","209MHz, 800MHz","DDR3, DDR3L, LPDDR2, LPDDR3","10/100Mbps, GbE","2.5V, 3.3V"
MCIMX6G2CVM05AB,i.MX6UL,NXP USA Inc.,https://www.nxp.com/docs/en/fact-sheet/IMX6ULTRALITEFS.pdf,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/726/568%3BSOT1534-2%3BAB%2CVM%3B289.jpg,Active,-40°C ~ 105°C (TJ),Surface Mount,289-LFBGA,289-MAPBGA (14x14),ARM® Cortex®-A7,"1 Core, 32-Bit",528MHz,"LPDDR2, DDR3, DDR3L",10/100Mbps (2),"1.2V, 1.35V, 1.5V, 1.8V, 2.5V, 2.8V, 3.3V"
AM3359BZCZA80,Sitara™,Texas Instruments,https://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=https%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Fam3352,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/12/324-NFBGA%2815x15%29.JPG,Active,-40°C ~ 105°C (TJ),Surface Mount,324-LFBGA,324-NFBGA (15x15),ARM® Cortex®-A8,"1 Core, 32-Bit",800MHz,"LPDDR, DDR2, DDR3, DDR3L",10/100/1000Mbps (2),"1.8V, 3.3V"
OMAPL137DZKB3,OMAP-L1x,Texas Instruments,https://rocelec.widen.net/view/pdf/jc9pv6d64p/sprs563g.pdf?t.download=true&u=5oefqw,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/830/296-256-BGA.jpg,Active,0°C ~ 90°C (TJ),Surface Mount,256-BGA,256-BGA (17x17),ARM926EJ-S,"1 Core, 32-Bit",375MHz,SDRAM,10/100Mbps (1),"1.8V, 3.3V"
AM6234ATCGGAALW,Sitara™,Texas Instruments,https://www.ti.com/lit/ds/symlink/am623.pdf,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/5792/296%7E4227026%7EALW%7E425.jpg,Active,-40°C ~ 105°C (TJ),Surface Mount,"425-VFBGA, FCCSPBGA",425-FCCSP (13x13),ARM® Cortex®-A53,"4 Core, 64-Bit",1.4GHz,"DDR4, LPDDR4","10/100 Mbps (2), 10/100/1000 Mbps (2)","1.1V, 1.2V, 1.8V, 3.3V"
AM6234ATCGHAALW,Sitara™,Texas Instruments,https://www.ti.com/lit/ds/symlink/am623.pdf,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/5792/296%7E4227026%7EALW%7E425.jpg,Active,-40°C ~ 105°C (TJ),Surface Mount,"425-VFBGA, FCCSPBGA",425-FCCSP (13x13),ARM® Cortex®-A53,"4 Core, 64-Bit",1.4GHz,"DDR4, LPDDR4",10/100/1000Mbps (2),"1.1V, 1.2V, 1.8V, 3.3V"
SC-20100S-A,-,"GHI Electronics, LLC",//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/4908/SITCore_System_On_Chip_Web.pdf,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/2741/MFG_SC20100S.jpg,Active,-40°C ~ 85°C,,100-LQFP,100-LQFP (14x14),ARM Cortex-M7,,480MHz,,,
MCIMX283CVM4B,i.MX28,NXP USA Inc.,https://www.nxp.com/docs/en/data-sheet/IMX28CEC.pdf,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/1302/375%3B98ASA00855D%3B%3B289.jpg,Active,-40°C ~ 85°C (TA),Surface Mount,289-LFBGA,289-MAPBGA (14x14),ARM926EJ-S,"1 Core, 32-Bit",454MHz,"LVDDR, LVDDR2, DDR2",10/100Mbps (1),"1.8V, 3.3V"
ATSAMA5D27C-LD2G-CU,SAMA5D2,Microchip Technology,https://ww1.microchip.com/downloads/en/DeviceDoc/SAMA5D2-Plus-DDR2-LPDDR2-System-in-Package-(SIP)-60001484d.pdf,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/2463/313%3B%20R-TFBGA361_A%3B%20%3B%20361.jpg,Active,-40°C ~ 85°C (TA),Surface Mount,361-TFBGA,361-TFBGA (16x16),ARM® Cortex®-A5,"1 Core, 32-Bit",500MHz,"LPDDR1, LPDDR2, LPDDR3, DDR2, DDR3, DDR3L, QSPI",10/100Mbps (1),3.3V
AM6254ATCGGAALW,Sitara™,Texas Instruments,https://www.ti.com/lit/ds/symlink/am623.pdf,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/5792/296%7E4227026%7EALW%7E425.jpg,Active,-40°C ~ 105°C (TJ),Surface Mount,"425-VFBGA, FCCSPBGA",425-FCCSP (13x13),ARM® Cortex®-A53,"4 Core, 64-Bit",1.4GHz,"DDR4, LPDDR4","10/100 Mbps (2), 10/100/1000 Mbps (2)","1.1V, 1.2V, 1.8V, 3.3V"
AT91SAM9XE512B-CU,SAM9XE,Microchip Technology,https://ww1.microchip.com/downloads/en/DeviceDoc/Atmel-6254-32-bit-ARM926EJ-S-Embedded-Microprocessor-SAM9XE_Datasheet.pdf,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/1087/217-LFBGA.jpg,Active,-40°C ~ 85°C (TA),Surface Mount,217-LFBGA,217-LFBGA (15x15),ARM926EJ-S,"1 Core, 32-Bit",180MHz,"SDRAM, SRAM",10/100Mbps,"1.8V, 2.5V, 3.3V"
AT91SAM9XE512B-QU,SAM9XE,Microchip Technology,https://ww1.microchip.com/downloads/en/DeviceDoc/Atmel-6254-32-bit-ARM926EJ-S-Embedded-Microprocessor-SAM9XE_Datasheet.pdf,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/4542/150%7E208PQFP-4%2C1-28x28%7EPQ%7E208.JPG,Active,-40°C ~ 85°C (TA),Surface Mount,208-BFQFP,208-PQFP (28x28),ARM926EJ-S,"1 Core, 32-Bit",180MHz,"SDRAM, SRAM",10/100Mbps,"1.8V, 2.5V, 3.3V"
4745,-,Adafruit Industries LLC,,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/4845/MFG_1528_4745.jpg,Active,,Fixed,,,ARM® Cortex®-M4,,,,,
